experiment_id,model_version,draw_boost,favorite_dampening,underdog_boost,market_blend_weight,numerical_adjustment_weight,sample_count,hit_rate,brier,logloss,draw_brier,favorite_wrong_count,overconfident_wrong_count,upset_miss_count
E0051,exp-1.00-0.05-0.03-0.00-0.50,1.0,0.05,0.03,0.0,0.5,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0052,exp-1.00-0.05-0.03-0.00-1.00,1.0,0.05,0.03,0.0,1.0,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0053,exp-1.00-0.05-0.03-0.10-0.00,1.0,0.05,0.03,0.1,0.0,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0054,exp-1.00-0.05-0.03-0.10-0.25,1.0,0.05,0.03,0.1,0.25,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0055,exp-1.00-0.05-0.03-0.10-0.50,1.0,0.05,0.03,0.1,0.5,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0056,exp-1.00-0.05-0.03-0.10-1.00,1.0,0.05,0.03,0.1,1.0,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0057,exp-1.00-0.05-0.03-0.20-0.00,1.0,0.05,0.03,0.2,0.0,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0058,exp-1.00-0.05-0.03-0.20-0.25,1.0,0.05,0.03,0.2,0.25,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0059,exp-1.00-0.05-0.03-0.20-0.50,1.0,0.05,0.03,0.2,0.5,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0060,exp-1.00-0.05-0.03-0.20-1.00,1.0,0.05,0.03,0.2,1.0,4,0.0000,0.5556,0.9400,0.8484,1,0,1
E0229,exp-1.10-0.00-0.03-0.00-0.00,1.1,0.0,0.03,0.0,0.0,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0230,exp-1.10-0.00-0.03-0.00-0.25,1.1,0.0,0.03,0.0,0.25,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0231,exp-1.10-0.00-0.03-0.00-0.50,1.1,0.0,0.03,0.0,0.5,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0232,exp-1.10-0.00-0.03-0.00-1.00,1.1,0.0,0.03,0.0,1.0,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0233,exp-1.10-0.00-0.03-0.10-0.00,1.1,0.0,0.03,0.1,0.0,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0234,exp-1.10-0.00-0.03-0.10-0.25,1.1,0.0,0.03,0.1,0.25,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0235,exp-1.10-0.00-0.03-0.10-0.50,1.1,0.0,0.03,0.1,0.5,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0236,exp-1.10-0.00-0.03-0.10-1.00,1.1,0.0,0.03,0.1,1.0,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0237,exp-1.10-0.00-0.03-0.20-0.00,1.1,0.0,0.03,0.2,0.0,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0238,exp-1.10-0.00-0.03-0.20-0.25,1.1,0.0,0.03,0.2,0.25,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0239,exp-1.10-0.00-0.03-0.20-0.50,1.1,0.0,0.03,0.2,0.5,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0240,exp-1.10-0.00-0.03-0.20-1.00,1.1,0.0,0.03,0.2,1.0,4,0.0000,0.5560,0.9377,0.8031,1,0,2
E0157,exp-1.05-0.05-0.03-0.00-0.00,1.05,0.05,0.03,0.0,0.0,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0158,exp-1.05-0.05-0.03-0.00-0.25,1.05,0.05,0.03,0.0,0.25,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0159,exp-1.05-0.05-0.03-0.00-0.50,1.05,0.05,0.03,0.0,0.5,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0160,exp-1.05-0.05-0.03-0.00-1.00,1.05,0.05,0.03,0.0,1.0,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0161,exp-1.05-0.05-0.03-0.10-0.00,1.05,0.05,0.03,0.1,0.0,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0162,exp-1.05-0.05-0.03-0.10-0.25,1.05,0.05,0.03,0.1,0.25,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0163,exp-1.05-0.05-0.03-0.10-0.50,1.05,0.05,0.03,0.1,0.5,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0164,exp-1.05-0.05-0.03-0.10-1.00,1.05,0.05,0.03,0.1,1.0,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0165,exp-1.05-0.05-0.03-0.20-0.00,1.05,0.05,0.03,0.2,0.0,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0166,exp-1.05-0.05-0.03-0.20-0.25,1.05,0.05,0.03,0.2,0.25,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0167,exp-1.05-0.05-0.03-0.20-0.50,1.05,0.05,0.03,0.2,0.5,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0168,exp-1.05-0.05-0.03-0.20-1.00,1.05,0.05,0.03,0.2,1.0,4,0.0000,0.5575,0.9412,0.8196,1,0,1
E0337,exp-1.15-0.00-0.03-0.00-0.00,1.15,0.0,0.03,0.0,0.0,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0338,exp-1.15-0.00-0.03-0.00-0.25,1.15,0.0,0.03,0.0,0.25,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0339,exp-1.15-0.00-0.03-0.00-0.50,1.15,0.0,0.03,0.0,0.5,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0340,exp-1.15-0.00-0.03-0.00-1.00,1.15,0.0,0.03,0.0,1.0,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0341,exp-1.15-0.00-0.03-0.10-0.00,1.15,0.0,0.03,0.1,0.0,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0342,exp-1.15-0.00-0.03-0.10-0.25,1.15,0.0,0.03,0.1,0.25,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0343,exp-1.15-0.00-0.03-0.10-0.50,1.15,0.0,0.03,0.1,0.5,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0344,exp-1.15-0.00-0.03-0.10-1.00,1.15,0.0,0.03,0.1,1.0,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0345,exp-1.15-0.00-0.03-0.20-0.00,1.15,0.0,0.03,0.2,0.0,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0346,exp-1.15-0.00-0.03-0.20-0.25,1.15,0.0,0.03,0.2,0.25,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0347,exp-1.15-0.00-0.03-0.20-0.50,1.15,0.0,0.03,0.2,0.5,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0348,exp-1.15-0.00-0.03-0.20-1.00,1.15,0.0,0.03,0.2,1.0,4,0.0000,0.5591,0.9407,0.7747,1,0,2
E0265,exp-1.10-0.05-0.03-0.00-0.00,1.1,0.05,0.03,0.0,0.0,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0266,exp-1.10-0.05-0.03-0.00-0.25,1.1,0.05,0.03,0.0,0.25,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0267,exp-1.10-0.05-0.03-0.00-0.50,1.1,0.05,0.03,0.0,0.5,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0268,exp-1.10-0.05-0.03-0.00-1.00,1.1,0.05,0.03,0.0,1.0,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0269,exp-1.10-0.05-0.03-0.10-0.00,1.1,0.05,0.03,0.1,0.0,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0270,exp-1.10-0.05-0.03-0.10-0.25,1.1,0.05,0.03,0.1,0.25,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0271,exp-1.10-0.05-0.03-0.10-0.50,1.1,0.05,0.03,0.1,0.5,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0272,exp-1.10-0.05-0.03-0.10-1.00,1.1,0.05,0.03,0.1,1.0,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0273,exp-1.10-0.05-0.03-0.20-0.00,1.1,0.05,0.03,0.2,0.0,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0274,exp-1.10-0.05-0.03-0.20-0.25,1.1,0.05,0.03,0.2,0.25,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0275,exp-1.10-0.05-0.03-0.20-0.50,1.1,0.05,0.03,0.2,0.5,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0276,exp-1.10-0.05-0.03-0.20-1.00,1.1,0.05,0.03,0.2,1.0,4,0.0000,0.5599,0.9432,0.7914,1,0,2
E0085,exp-1.00-0.10-0.03-0.00-0.00,1.0,0.1,0.03,0.0,0.0,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0086,exp-1.00-0.10-0.03-0.00-0.25,1.0,0.1,0.03,0.0,0.25,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0087,exp-1.00-0.10-0.03-0.00-0.50,1.0,0.1,0.03,0.0,0.5,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0088,exp-1.00-0.10-0.03-0.00-1.00,1.0,0.1,0.03,0.0,1.0,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0089,exp-1.00-0.10-0.03-0.10-0.00,1.0,0.1,0.03,0.1,0.0,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0090,exp-1.00-0.10-0.03-0.10-0.25,1.0,0.1,0.03,0.1,0.25,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0091,exp-1.00-0.10-0.03-0.10-0.50,1.0,0.1,0.03,0.1,0.5,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0092,exp-1.00-0.10-0.03-0.10-1.00,1.0,0.1,0.03,0.1,1.0,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0093,exp-1.00-0.10-0.03-0.20-0.00,1.0,0.1,0.03,0.2,0.0,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0094,exp-1.00-0.10-0.03-0.20-0.25,1.0,0.1,0.03,0.2,0.25,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0095,exp-1.00-0.10-0.03-0.20-0.50,1.0,0.1,0.03,0.2,0.5,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0096,exp-1.00-0.10-0.03-0.20-1.00,1.0,0.1,0.03,0.2,1.0,4,0.0000,0.5601,0.9462,0.8356,1,0,1
E0193,exp-1.05-0.10-0.03-0.00-0.00,1.05,0.1,0.03,0.0,0.0,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0194,exp-1.05-0.10-0.03-0.00-0.25,1.05,0.1,0.03,0.0,0.25,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0195,exp-1.05-0.10-0.03-0.00-0.50,1.05,0.1,0.03,0.0,0.5,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0196,exp-1.05-0.10-0.03-0.00-1.00,1.05,0.1,0.03,0.0,1.0,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0197,exp-1.05-0.10-0.03-0.10-0.00,1.05,0.1,0.03,0.1,0.0,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0198,exp-1.05-0.10-0.03-0.10-0.25,1.05,0.1,0.03,0.1,0.25,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0199,exp-1.05-0.10-0.03-0.10-0.50,1.05,0.1,0.03,0.1,0.5,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0200,exp-1.05-0.10-0.03-0.10-1.00,1.05,0.1,0.03,0.1,1.0,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0201,exp-1.05-0.10-0.03-0.20-0.00,1.05,0.1,0.03,0.2,0.0,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0202,exp-1.05-0.10-0.03-0.20-0.25,1.05,0.1,0.03,0.2,0.25,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0203,exp-1.05-0.10-0.03-0.20-0.50,1.05,0.1,0.03,0.2,0.5,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0204,exp-1.05-0.10-0.03-0.20-1.00,1.05,0.1,0.03,0.2,1.0,4,0.0000,0.5618,0.9472,0.8074,1,0,1
E0373,exp-1.15-0.05-0.03-0.00-0.00,1.15,0.05,0.03,0.0,0.0,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0374,exp-1.15-0.05-0.03-0.00-0.25,1.15,0.05,0.03,0.0,0.25,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0375,exp-1.15-0.05-0.03-0.00-0.50,1.15,0.05,0.03,0.0,0.5,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0376,exp-1.15-0.05-0.03-0.00-1.00,1.15,0.05,0.03,0.0,1.0,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0377,exp-1.15-0.05-0.03-0.10-0.00,1.15,0.05,0.03,0.1,0.0,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0378,exp-1.15-0.05-0.03-0.10-0.25,1.15,0.05,0.03,0.1,0.25,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0379,exp-1.15-0.05-0.03-0.10-0.50,1.15,0.05,0.03,0.1,0.5,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0380,exp-1.15-0.05-0.03-0.10-1.00,1.15,0.05,0.03,0.1,1.0,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0381,exp-1.15-0.05-0.03-0.20-0.00,1.15,0.05,0.03,0.2,0.0,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0382,exp-1.15-0.05-0.03-0.20-0.25,1.15,0.05,0.03,0.2,0.25,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0383,exp-1.15-0.05-0.03-0.20-0.50,1.15,0.05,0.03,0.2,0.5,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0384,exp-1.15-0.05-0.03-0.20-1.00,1.15,0.05,0.03,0.2,1.0,4,0.0000,0.5628,0.9459,0.7637,1,0,2
E0301,exp-1.10-0.10-0.03-0.00-0.00,1.1,0.1,0.03,0.0,0.0,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0302,exp-1.10-0.10-0.03-0.00-0.25,1.1,0.1,0.03,0.0,0.25,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0303,exp-1.10-0.10-0.03-0.00-0.50,1.1,0.1,0.03,0.0,0.5,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0304,exp-1.10-0.10-0.03-0.00-1.00,1.1,0.1,0.03,0.0,1.0,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0305,exp-1.10-0.10-0.03-0.10-0.00,1.1,0.1,0.03,0.1,0.0,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0306,exp-1.10-0.10-0.03-0.10-0.25,1.1,0.1,0.03,0.1,0.25,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0307,exp-1.10-0.10-0.03-0.10-0.50,1.1,0.1,0.03,0.1,0.5,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0308,exp-1.10-0.10-0.03-0.10-1.00,1.1,0.1,0.03,0.1,1.0,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0309,exp-1.10-0.10-0.03-0.20-0.00,1.1,0.1,0.03,0.2,0.0,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0310,exp-1.10-0.10-0.03-0.20-0.25,1.1,0.1,0.03,0.2,0.25,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0311,exp-1.10-0.10-0.03-0.20-0.50,1.1,0.1,0.03,0.2,0.5,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0312,exp-1.10-0.10-0.03-0.20-1.00,1.1,0.1,0.03,0.2,1.0,4,0.0000,0.5639,0.9489,0.7798,1,0,1
E0409,exp-1.15-0.10-0.03-0.00-0.00,1.15,0.1,0.03,0.0,0.0,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0410,exp-1.15-0.10-0.03-0.00-0.25,1.15,0.1,0.03,0.0,0.25,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0411,exp-1.15-0.10-0.03-0.00-0.50,1.15,0.1,0.03,0.0,0.5,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0412,exp-1.15-0.10-0.03-0.00-1.00,1.15,0.1,0.03,0.0,1.0,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0413,exp-1.15-0.10-0.03-0.10-0.00,1.15,0.1,0.03,0.1,0.0,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0414,exp-1.15-0.10-0.03-0.10-0.25,1.15,0.1,0.03,0.1,0.25,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0415,exp-1.15-0.10-0.03-0.10-0.50,1.15,0.1,0.03,0.1,0.5,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0416,exp-1.15-0.10-0.03-0.10-1.00,1.15,0.1,0.03,0.1,1.0,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0417,exp-1.15-0.10-0.03-0.20-0.00,1.15,0.1,0.03,0.2,0.0,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0418,exp-1.15-0.10-0.03-0.20-0.25,1.15,0.1,0.03,0.2,0.25,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0419,exp-1.15-0.10-0.03-0.20-0.50,1.15,0.1,0.03,0.2,0.5,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0420,exp-1.15-0.10-0.03-0.20-1.00,1.15,0.1,0.03,0.2,1.0,4,0.0000,0.5666,0.9513,0.7528,1,0,2
E0025,exp-1.00-0.00-0.06-0.00-0.00,1.0,0.0,0.06,0.0,0.0,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0026,exp-1.00-0.00-0.06-0.00-0.25,1.0,0.0,0.06,0.0,0.25,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0027,exp-1.00-0.00-0.06-0.00-0.50,1.0,0.0,0.06,0.0,0.5,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0028,exp-1.00-0.00-0.06-0.00-1.00,1.0,0.0,0.06,0.0,1.0,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0029,exp-1.00-0.00-0.06-0.10-0.00,1.0,0.0,0.06,0.1,0.0,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0030,exp-1.00-0.00-0.06-0.10-0.25,1.0,0.0,0.06,0.1,0.25,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0031,exp-1.00-0.00-0.06-0.10-0.50,1.0,0.0,0.06,0.1,0.5,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0032,exp-1.00-0.00-0.06-0.10-1.00,1.0,0.0,0.06,0.1,1.0,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0033,exp-1.00-0.00-0.06-0.20-0.00,1.0,0.0,0.06,0.2,0.0,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0034,exp-1.00-0.00-0.06-0.20-0.25,1.0,0.0,0.06,0.2,0.25,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0035,exp-1.00-0.00-0.06-0.20-0.50,1.0,0.0,0.06,0.2,0.5,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0036,exp-1.00-0.00-0.06-0.20-1.00,1.0,0.0,0.06,0.2,1.0,4,0.0000,0.5696,0.9628,0.8698,1,0,1
E0133,exp-1.05-0.00-0.06-0.00-0.00,1.05,0.0,0.06,0.0,0.0,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0134,exp-1.05-0.00-0.06-0.00-0.25,1.05,0.0,0.06,0.0,0.25,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0135,exp-1.05-0.00-0.06-0.00-0.50,1.05,0.0,0.06,0.0,0.5,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0136,exp-1.05-0.00-0.06-0.00-1.00,1.05,0.0,0.06,0.0,1.0,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0137,exp-1.05-0.00-0.06-0.10-0.00,1.05,0.0,0.06,0.1,0.0,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0138,exp-1.05-0.00-0.06-0.10-0.25,1.05,0.0,0.06,0.1,0.25,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0139,exp-1.05-0.00-0.06-0.10-0.50,1.05,0.0,0.06,0.1,0.5,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0140,exp-1.05-0.00-0.06-0.10-1.00,1.05,0.0,0.06,0.1,1.0,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0141,exp-1.05-0.00-0.06-0.20-0.00,1.05,0.0,0.06,0.2,0.0,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0142,exp-1.05-0.00-0.06-0.20-0.25,1.05,0.0,0.06,0.2,0.25,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0143,exp-1.05-0.00-0.06-0.20-0.50,1.05,0.0,0.06,0.2,0.5,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0144,exp-1.05-0.00-0.06-0.20-1.00,1.05,0.0,0.06,0.2,1.0,4,0.0000,0.5715,0.9642,0.8411,1,0,1
E0241,exp-1.10-0.00-0.06-0.00-0.00,1.1,0.0,0.06,0.0,0.0,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0242,exp-1.10-0.00-0.06-0.00-0.25,1.1,0.0,0.06,0.0,0.25,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0243,exp-1.10-0.00-0.06-0.00-0.50,1.1,0.0,0.06,0.0,0.5,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0244,exp-1.10-0.00-0.06-0.00-1.00,1.1,0.0,0.06,0.0,1.0,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0245,exp-1.10-0.00-0.06-0.10-0.00,1.1,0.0,0.06,0.1,0.0,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0246,exp-1.10-0.00-0.06-0.10-0.25,1.1,0.0,0.06,0.1,0.25,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0247,exp-1.10-0.00-0.06-0.10-0.50,1.1,0.0,0.06,0.1,0.5,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0248,exp-1.10-0.00-0.06-0.10-1.00,1.1,0.0,0.06,0.1,1.0,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0249,exp-1.10-0.00-0.06-0.20-0.00,1.1,0.0,0.06,0.2,0.0,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0250,exp-1.10-0.00-0.06-0.20-0.25,1.1,0.0,0.06,0.2,0.25,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0251,exp-1.10-0.00-0.06-0.20-0.50,1.1,0.0,0.06,0.2,0.5,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0252,exp-1.10-0.00-0.06-0.20-1.00,1.1,0.0,0.06,0.2,1.0,4,0.0000,0.5739,0.9664,0.8129,1,0,1
E0061,exp-1.00-0.05-0.06-0.00-0.00,1.0,0.05,0.06,0.0,0.0,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0062,exp-1.00-0.05-0.06-0.00-0.25,1.0,0.05,0.06,0.0,0.25,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0063,exp-1.00-0.05-0.06-0.00-0.50,1.0,0.05,0.06,0.0,0.5,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0064,exp-1.00-0.05-0.06-0.00-1.00,1.0,0.05,0.06,0.0,1.0,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0065,exp-1.00-0.05-0.06-0.10-0.00,1.0,0.05,0.06,0.1,0.0,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0066,exp-1.00-0.05-0.06-0.10-0.25,1.0,0.05,0.06,0.1,0.25,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0067,exp-1.00-0.05-0.06-0.10-0.50,1.0,0.05,0.06,0.1,0.5,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0068,exp-1.00-0.05-0.06-0.10-1.00,1.0,0.05,0.06,0.1,1.0,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0069,exp-1.00-0.05-0.06-0.20-0.00,1.0,0.05,0.06,0.2,0.0,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0070,exp-1.00-0.05-0.06-0.20-0.25,1.0,0.05,0.06,0.2,0.25,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0071,exp-1.00-0.05-0.06-0.20-0.50,1.0,0.05,0.06,0.2,0.5,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0072,exp-1.00-0.05-0.06-0.20-1.00,1.0,0.05,0.06,0.2,1.0,4,0.0000,0.5741,0.9687,0.8575,1,0,1
E0169,exp-1.05-0.05-0.06-0.00-0.00,1.05,0.05,0.06,0.0,0.0,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0170,exp-1.05-0.05-0.06-0.00-0.25,1.05,0.05,0.06,0.0,0.25,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0171,exp-1.05-0.05-0.06-0.00-0.50,1.05,0.05,0.06,0.0,0.5,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0172,exp-1.05-0.05-0.06-0.00-1.00,1.05,0.05,0.06,0.0,1.0,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0173,exp-1.05-0.05-0.06-0.10-0.00,1.05,0.05,0.06,0.1,0.0,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0174,exp-1.05-0.05-0.06-0.10-0.25,1.05,0.05,0.06,0.1,0.25,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0175,exp-1.05-0.05-0.06-0.10-0.50,1.05,0.05,0.06,0.1,0.5,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0176,exp-1.05-0.05-0.06-0.10-1.00,1.05,0.05,0.06,0.1,1.0,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0177,exp-1.05-0.05-0.06-0.20-0.00,1.05,0.05,0.06,0.2,0.0,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0178,exp-1.05-0.05-0.06-0.20-0.25,1.05,0.05,0.06,0.2,0.25,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0179,exp-1.05-0.05-0.06-0.20-0.50,1.05,0.05,0.06,0.2,0.5,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0180,exp-1.05-0.05-0.06-0.20-1.00,1.05,0.05,0.06,0.2,1.0,4,0.0000,0.5757,0.9699,0.8294,1,0,1
E0349,exp-1.15-0.00-0.06-0.00-0.00,1.15,0.0,0.06,0.0,0.0,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0350,exp-1.15-0.00-0.06-0.00-0.25,1.15,0.0,0.06,0.0,0.25,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0351,exp-1.15-0.00-0.06-0.00-0.50,1.15,0.0,0.06,0.0,0.5,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0352,exp-1.15-0.00-0.06-0.00-1.00,1.15,0.0,0.06,0.0,1.0,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0353,exp-1.15-0.00-0.06-0.10-0.00,1.15,0.0,0.06,0.1,0.0,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0354,exp-1.15-0.00-0.06-0.10-0.25,1.15,0.0,0.06,0.1,0.25,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0355,exp-1.15-0.00-0.06-0.10-0.50,1.15,0.0,0.06,0.1,0.5,4,0.0000,0.5767,0.9694,0.7852,1,0,1
